,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status
19,2024/10/05,4,2,13:33,ヨドコウ桜スタジアム,Ｃ大阪,1,4,東京NB,試合終了
20,2024/10/05,4,3,14:04,相模原ギオンスタジアム,N相模原,0,1,S広島R,試合終了
21,2024/10/06,4,4,13:03,デンカビッグスワンスタジアム,新潟L,0,1,千葉L,試合終了
22,2024/10/06,4,5,16:03,ノエビアスタジアム神戸,I神戸,3,2,AC長野,試合終了
23,2024/10/13,5,1,17:03,味の素フィールド西が丘,東京NB,4,0,マイ仙台,試合終了
24,2024/10/14,5,2,13:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,2,0,千葉L,試合終了
25,2024/10/14,5,3,14:03,NACK5スタジアム大宮,大宮V,0,0,AC長野,試合終了
26,2024/10/14,5,4,14:03,エディオンピースウイング広島,S広島R,1,0,新潟L,試合終了
27,2024/10/14,5,5,16:03,ノエビアスタジアム神戸,I神戸,4,0,N相模原,試合終了
28,2024/10/19,6,1,13:03,デンカビッグスワンスタジアム,新潟L,2,1,EL埼玉,試合終了
29,2024/10/19,6,2,14:03,相模原ギオンスタジアム,N相模原,1,2,東京NB,試合終了
30,2024/10/20,6,3,13:03,フクダ電子アリーナ,千葉L,0,2,浦和,試合終了
31,2024/10/20,6,4,14:03,NACK5スタジアム大宮,大宮V,0,1,I神戸,試合終了
32,2024/10/20,6,5,14:03,長野Uスタジアム,AC長野,2,1,マイ仙台,試合終了
33,2024/10/20,6,6,14:03,ヨドコウ桜スタジアム,Ｃ大阪,1,4,S広島R,試合終了
34,2024/11/02,7,1,13:03,ユアテックスタジアム仙台,マイ仙台,2,1,EL埼玉,試合終了
35,2024/11/02,7,2,14:03,ヨドコウ桜スタジアム,Ｃ大阪,1,1,千葉L,試合終了
36,2024/11/02,7,3,15:05,味の素フィールド西が丘,東京NB,5,1,AC長野,試合終了
37,2024/11/02,7,4,16:03,ノエビアスタジアム神戸,I神戸,3,0,新潟L,試合終了
38,2024/11/03,7,5,14:03,相模原ギオンスタジアム,N相模原,1,1,浦和,試合終了
39,2024/11/09,8,1,13:03,ユアテックスタジアム仙台,マイ仙台,1,3,Ｃ大阪,試合終了
40,2024/11/09,8,2,14:03,浦和駒場スタジアム,浦和,2,1,S広島R,試合終了
41,2024/11/09,8,3,14:03,NACK5スタジアム大宮,大宮V,0,1,新潟L,試合終了
42,2024/11/10,8,4,11:33,フクダ電子アリーナ,千葉L,1,0,東京NB,試合終了
43,2024/11/10,8,5,12:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,2,2,I神戸,試合終了
44,2024/11/10,8,6,14:03,長野Uスタジアム,AC長野,2,3,N相模原,試合終了
45,2024/11/16,9,1,14:03,ヨドコウ桜スタジアム,Ｃ大阪,1,3,AC長野,試合終了
46,2024/11/16,9,2,14:04,エディオンピースウイング広島,S広島R,0,0,千葉L,試合終了
47,2024/11/16,9,3,16:03,ノエビアスタジアム神戸,I神戸,0,0,東京NB,試合終了
48,2024/11/17,9,4,13:03,デンカビッグスワンスタジアム,新潟L,3,0,マイ仙台,試合終了
49,2024/11/17,9,5,14:03,浦和駒場スタジアム,浦和,4,0,大宮V,試合終了
50,2024/11/17,9,6,14:03,相模原ギオンスタジアム,N相模原,2,2,EL埼玉,試合終了
51,2024/11/20,4,6,18:03,浦和駒場スタジアム,浦和,1,1,EL埼玉,試合終了
52,2024/11/23,10,1,12:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,2,1,Ｃ大阪,試合終了
53,2024/11/23,10,2,13:03,ユアテックスタジアム仙台,マイ仙台,2,1,N相模原,試合終了
54,2024/11/23,10,3,14:03,長野Uスタジアム,AC長野,1,0,S広島R,試合終了
55,2024/11/24,10,4,13:03,フクダ電子アリーナ,千葉L,1,2,I神戸,試合終了
56,2024/11/24,10,5,13:03,デンカビッグスワンスタジアム,新潟L,0,0,浦和,試合終了
57,2024/11/24,10,6,15:03,味の素フィールド西が丘,東京NB,4,1,大宮V,試合終了
58,2024/11/30,11,1,14:03,浦和駒場スタジアム,浦和,1,0,マイ仙台,試合終了
59,2024/11/30,11,2,14:03,NACK5スタジアム大宮,大宮V,0,1,千葉L,試合終了
60,2024/11/30,11,3,14:03,相模原ギオンスタジアム,N相模原,0,2,新潟L,試合終了
61,2024/11/30,11,4,14:03,エディオンピースウイング広島,S広島R,0,2,東京NB,試合終了
62,2024/12/01,11,5,12:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,1,AC長野,試合終了
63,2024/12/01,11,6,14:03,ヨドコウ桜スタジアム,Ｃ大阪,2,1,I神戸,試合終了
64,2024/12/11,5,6,18:03,浦和駒場スタジアム,浦和,2,1,Ｃ大阪,試合終了
65,2024/12/18,7,6,18:33,エディオンピースウイング広島,S広島R,4,0,大宮V,試合終了
66,2025/03/01,12,1,12:03,神戸総合運動公園ユニバー記念競技場,I神戸,1,0,EL埼玉,試合終了
67,2025/03/01,12,2,14:03,NACK5スタジアム大宮,大宮V,2,1,N相模原,試合終了
68,2025/03/02,12,3,12:03,ヨドコウ桜スタジアム,Ｃ大阪,1,2,新潟L,試合終了
69,2025/03/02,12,4,14:03,セイホクパーク石巻(石巻総合運動公園)石巻フットボール場,マイ仙台,0,0,S広島R,試合終了
70,2025/03/02,12,5,14:03,長野Uスタジアム,AC長野,1,4,東京NB,試合終了
71,2025/03/03,12,6,18:03,浦和駒場スタジアム,浦和,2,0,千葉L,試合終了
72,2025/03/08,13,1,13:03,フクダ電子アリーナ,千葉L,0,0,Ｃ大阪,試合終了
73,2025/03/08,13,2,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,4,0,マイ仙台,試合終了
74,2025/03/08,13,3,14:04,エディオンピースウイング広島,S広島R,0,0,浦和,試合終了
75,2025/03/08,13,4,18:03,味の素フィールド西が丘,東京NB,2,2,N相模原,試合終了
76,2025/03/09,13,5,13:03,デンカビッグスワンスタジアム,新潟L,0,1,I神戸,試合終了
77,2025/03/09,13,6,14:03,長野Uスタジアム,AC長野,1,1,大宮V,試合終了
78,2025/03/15,14,1,14:03,エディオンピースウイング広島,S広島R,1,1,Ｃ大阪,試合終了
79,2025/03/15,14,2,14:04,NACK5スタジアム大宮,大宮V,0,3,浦和,試合終了
80,2025/03/16,14,3,14:03,セイホクパーク石巻(石巻総合運動公園)石巻フットボール場,マイ仙台,0,2,東京NB,試合終了
81,2025/03/16,14,4,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,4,新潟L,試合終了
82,2025/03/16,14,5,14:03,相模原ギオンスタジアム,N相模原,3,0,AC長野,試合終了
83,2025/03/16,14,6,14:03,ノエビアスタジアム神戸,I神戸,2,1,千葉L,試合終了
84,2025/03/22,15,1,13:03,フクダ電子アリーナ,千葉L,0,2,S広島R,試合終了
85,2025/03/22,15,2,13:03,デンカビッグスワンスタジアム,新潟L,1,1,大宮V,試合終了
86,2025/03/22,15,3,14:03,相模原ギオンスタジアム,N相模原,2,0,マイ仙台,試合終了
87,2025/03/22,15,4,14:03,長野Uスタジアム,AC長野,0,3,I神戸,試合終了
88,2025/03/22,15,5,14:03,ヨドコウ桜スタジアム,Ｃ大阪,0,0,EL埼玉,試合終了
89,2025/03/29,16,1,13:03,フクダ電子アリーナ,千葉L,0,1,EL埼玉,試合終了
90,2025/03/29,16,2,14:03,エディオンピースウイング広島,S広島R,1,0,AC長野,試合終了
91,2025/03/29,16,3,15:03,味の素フィールド西が丘,東京NB,2,1,Ｃ大阪,試合終了
92,2025/03/30,16,4,13:03,デンカビッグスワンスタジアム,新潟L,1,0,N相模原,試合終了
93,2025/03/30,16,5,13:33,NACK5スタジアム大宮,大宮V,3,1,マイ仙台,試合終了
94,2025/03/30,16,6,14:03,ノエビアスタジアム神戸,I神戸,0,1,浦和,試合終了
95,2025/04/12,17,1,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,4,1,N相模原,試合終了
96,2025/04/12,17,2,14:03,長野Uスタジアム,AC長野,2,0,千葉L,試合終了
97,2025/04/12,17,3,14:03,ノエビアスタジアム神戸,I神戸,3,1,大宮V,試合終了
98,2025/04/12,17,4,17:03,味の素フィールド西が丘,東京NB,1,0,S広島R,試合終了
99,2025/04/13,17,5,14:03,セイホクパーク石巻(石巻総合運動公園)石巻フットボール場,マイ仙台,3,6,新潟L,試合終了
100,2025/04/13,17,6,14:03,平和堂HATOスタジアム,Ｃ大阪,0,1,浦和,試合終了
101,2025/04/16,15,6,14:03,浦和駒場スタジアム,浦和,1,1,東京NB,試合終了
102,2025/04/19,18,1,13:03,フクダ電子アリーナ,千葉L,0,0,マイ仙台,試合終了
103,2025/04/19,18,2,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,0,1,大宮V,試合終了
104,2025/04/19,18,3,14:03,相模原ギオンスタジアム,N相模原,0,2,Ｃ大阪,試合終了
105,2025/04/19,18,4,14:03,エディオンピースウイング広島,S広島R,1,0,I神戸,試合終了
106,2025/04/20,18,5,12:03,浦和駒場スタジアム,浦和,2,1,AC長野,試合終了
107,2025/04/20,18,6,13:03,デンカビッグスワンスタジアム,新潟L,0,2,東京NB,試合終了
108,2025/04/26,19,1,14:03,セイホクパーク石巻(石巻総合運動公園)石巻フットボール場,マイ仙台,0,1,浦和,試合終了
109,2025/04/26,19,2,14:03,NACK5スタジアム大宮,大宮V,0,1,S広島R,試合終了
110,2025/04/26,19,3,14:03,相模原ギオンスタジアム,N相模原,4,1,千葉L,試合終了
111,2025/04/27,19,4,13:03,デンカビッグスワンスタジアム,新潟L,2,1,AC長野,試合終了
112,2025/04/27,19,5,14:03,ノエビアスタジアム神戸,I神戸,3,1,Ｃ大阪,試合終了
113,2025/04/27,19,6,15:03,味の素フィールド西が丘,東京NB,3,0,EL埼玉,試合終了
114,2025/05/04,20,1,14:03,浦和駒場スタジアム,浦和,0,1,新潟L,試合終了
115,2025/05/04,20,2,14:03,ヨドコウ桜スタジアム,Ｃ大阪,3,1,マイ仙台,試合終了
116,2025/05/04,20,3,14:03,エディオンピースウイング広島,S広島R,1,1,N相模原,試合終了
117,2025/05/04,20,4,15:03,味の素フィールド西が丘,東京NB,0,2,I神戸,試合終了
118,2025/05/04,20,5,16:03,長野Uスタジアム,AC長野,0,3,EL埼玉,試合終了
119,2025/05/06,20,6,12:03,MUFGスタジアム,千葉L,2,2,大宮V,試合終了
120,2025/05/10,21,1,14:03,長野Uスタジアム,AC長野,2,1,Ｃ大阪,試合終了
121,2025/05/11,21,2,11:33,フクダ電子アリーナ,千葉L,0,1,新潟L,試合終了
122,2025/05/11,21,3,14:03,浦和駒場スタジアム,浦和,2,2,N相模原,試合終了
123,2025/05/11,21,4,14:03,NACK5スタジアム大宮,大宮V,1,2,東京NB,試合終了
124,2025/05/11,21,5,14:03,ノエビアスタジアム神戸,I神戸,6,0,マイ仙台,試合終了
125,2025/05/11,21,6,14:05,熊谷スポーツ文化公園陸上競技場,EL埼玉,1,0,S広島R,試合終了
126,2025/05/17,22,1,14:03,セイホクパーク石巻(石巻総合運動公園)石巻フットボール場,マイ仙台,2,2,AC長野,試合終了
127,2025/05/17,22,2,14:03,熊谷スポーツ文化公園陸上競技場,EL埼玉,3,3,浦和,試合終了
128,2025/05/17,22,3,14:03,味の素フィールド西が丘,東京NB,3,0,千葉L,試合終了
129,2025/05/17,22,4,14:03,相模原ギオンスタジアム,N相模原,1,3,I神戸,試合終了
130,2025/05/17,22,5,14:03,デンカビッグスワンスタジアム,新潟L,2,2,S広島R,試合終了
131,2025/05/17,22,6,14:03,ヨドコウ桜スタジアム,Ｃ大阪,1,2,大宮V,試合終了
